[MCMC_objectives]
report.type: MCMC_objectives
Original covariance matrix:
1.44463e-009 -2.70643 5.46701e-006 2.68154e-006
-2.70643 5.55369e+009 -3958.16 -1056.6
5.46701e-006 -3958.16 0.207128 0.152459
2.68154e-006 -1056.6 0.152459 0.231983
Proposal distribution covariance matrix:
1e-006 -59.6185 0.000143837 7.05514e-005
-71.2064 5.55369e+009 -3958.16 -1056.6
0.000143837 -3958.16 0.207128 0.152459
7.05514e-005 -1056.6 0.152459 0.231983
Cholesky decomposition matrix:
0.001 0 0 0
-71206.4 21985.1 0 0
0.143837 0.285828 0.323638 0
0.0705514 0.180446 0.280359 0.340358
MCMC objective function values:
iteration score penalty prior likelihood acceptance_rate acceptance_rate_since_adapt step_size
421000 282.825 0 0 282.825 0.198406 0.206344 0.0393308
421500 282.779 0 0 282.779 0.19813 0.20594 0.0393308
422000 282.126 0 0 282.126 0.197886 0.205582 0.0393308
422500 283.221 0 0 283.221 0.197671 0.205267 0.0393308
423000 283.227 0 0 283.227 0.197418 0.204897 0.0393308
423500 283.777 0 0 283.777 0.197236 0.204628 0.0393308
424000 282.64 0 0 282.64 0.196989 0.204269 0.0393308
424500 284.105 0 0 284.105 0.196787 0.203973 0.0393308
425000 282.852 0 0 282.852 0.196553 0.203633 0.0393308
425500 282.101 0 0 282.101 0.196394 0.203398 0.0393308
426000 285.944 0 0 285.944 0.19627 0.203214 0.0393308
426500 284.59 0 0 284.59 0.19616 0.203048 0.0393308
427000 282.619 0 0 282.619 0.196038 0.202867 0.0393308
427500 281.378 0 0 281.378 0.195924 0.202697 0.0393308
428000 283.634 0 0 283.634 0.195778 0.202482 0.0393308
428500 282.343 0 0 282.343 0.195632 0.202268 0.0393308
429000 283.847 0 0 283.847 0.19546 0.202019 0.0393308
429500 282.203 0 0 282.203 0.195296 0.20178 0.0393308
430000 284.024 0 0 284.024 0.195142 0.201556 0.0393308
430500 282.156 0 0 282.156 0.195021 0.201377 0.0393308
431000 282.533 0 0 282.533 0.194857 0.20114 0.0393308
431500 284.783 0 0 284.783 0.194698 0.200909 0.0393308
432000 281.752 0 0 281.752 0.194542 0.200684 0.0393308
432500 281.863 0 0 281.863 0.194382 0.200453 0.0393308
433000 282.645 0 0 282.645 0.194222 0.200222 0.0393308
433500 281.611 0 0 281.611 0.194105 0.200052 0.0393308
434000 285.419 0 0 285.419 0.193971 0.199858 0.0393308
434500 282.708 0 0 282.708 0.193819 0.199639 0.0393308
435000 282.456 0 0 282.456 0.193616 0.199351 0.0393308
435500 282.303 0 0 282.303 0.193411 0.19906 0.0393308
436000 282.002 0 0 282.002 0.193176 0.198729 0.0393308
436500 282.668 0 0 282.668 0.193035 0.198526 0.0393308
437000 282.297 0 0 282.297 0.192896 0.198328 0.0393308
437500 283.737 0 0 283.737 0.192774 0.198152 0.0393308
438000 283.213 0 0 283.213 0.192644 0.197965 0.0393308
438500 281.76 0 0 281.76 0.192491 0.197748 0.0393308
439000 281.827 0 0 281.827 0.192361 0.197562 0.0393308
439500 284.142 0 0 284.142 0.192198 0.197332 0.0393308
440000 284.32 0 0 284.32 0.192104 0.197196 0.0393308
440500 283.415 0 0 283.415 0.19196 0.196993 0.0393308
441000 282.971 0 0 282.971 0.191786 0.196748 0.0393308
441500 282.888 0 0 282.888 0.19159 0.196474 0.0393308
442000 283.36 0 0 283.36 0.191381 0.196183 0.0393308
442500 282.923 0 0 282.923 0.191191 0.195918 0.0393308
443000 282.357 0 0 282.357 0.190961 0.195599 0.0393308
443500 282.268 0 0 282.268 0.190763 0.195324 0.0393308
444000 282.291 0 0 282.291 0.19057 0.195056 0.0393308
444500 282.269 0 0 282.269 0.190364 0.194771 0.0393308
445000 282.894 0 0 282.894 0.190166 0.194497 0.0393308
445500 282.535 0 0 282.535 0.189955 0.194207 0.0393308
446000 282.462 0 0 282.462 0.18979 0.193978 0.0393308
446500 288.629 0 0 288.629 0.189675 0.193816 0.0393308
447000 285.241 0 0 285.241 0.189532 0.193619 0.0393308
447500 284.866 0 0 284.866 0.189383 0.193413 0.0393308
448000 284.695 0 0 284.695 0.189275 0.193262 0.0393308
448500 282.439 0 0 282.439 0.189157 0.193097 0.0393308
449000 281.921 0 0 281.921 0.189039 0.192934 0.0393308
449500 282.583 0 0 282.583 0.188929 0.19278 0.0393308
450000 281.679 0 0 281.679 0.188799 0.192601 0.0393308
450500 282.499 0 0 282.499 0.188639 0.192381 0.0393308
451000 282.556 0 0 282.556 0.188539 0.192242 0.0393308
451500 282.924 0 0 282.924 0.188421 0.19208 0.0393308
452000 281.856 0 0 281.856 0.188308 0.191923 0.0393308
452500 282.582 0 0 282.582 0.18823 0.191814 0.0393308
453000 282.633 0 0 282.633 0.188139 0.191687 0.0393308
453500 283.984 0 0 283.984 0.188061 0.191579 0.0393308
454000 281.249 0 0 281.249 0.187961 0.191441 0.0393308
454500 282.908 0 0 282.908 0.187832 0.191264 0.0393308
455000 282.594 0 0 282.594 0.187704 0.19109 0.0393308
455500 281.041 0 0 281.041 0.187634 0.190991 0.0393308
456000 282.263 0 0 282.263 0.187542 0.190865 0.0393308
456500 281.14 0 0 281.14 0.187478 0.190774 0.0393308
457000 282.379 0 0 282.379 0.187411 0.190682 0.0393308
457500 281.237 0 0 281.237 0.187386 0.190643 0.0393308
458000 281.041 0 0 281.041 0.187336 0.190573 0.0393308
458500 281.936 0 0 281.936 0.187277 0.19049 0.0393308
459000 283.095 0 0 283.095 0.187232 0.190426 0.0393308
459500 284.49 0 0 284.49 0.187177 0.190348 0.0393308
460000 282.37 0 0 282.37 0.187107 0.190252 0.0393308
460500 280.442 0 0 280.442 0.187059 0.190184 0.0393308
461000 280.701 0 0 280.701 0.187075 0.190201 0.0393308
461500 280.687 0 0 280.687 0.18707 0.19019 0.0393308
462000 279.854 0 0 279.854 0.187097 0.190221 0.0393308
462500 282.37 0 0 282.37 0.187124 0.190252 0.0393308
463000 281.004 0 0 281.004 0.187172 0.190311 0.0393308
463500 280.834 0 0 280.834 0.187217 0.190366 0.0393308
464000 281.456 0 0 281.456 0.187267 0.190428 0.0393308
464500 281.207 0 0 281.207 0.187327 0.190503 0.0393308
465000 280.186 0 0 280.186 0.187391 0.190582 0.0393308
465500 280.243 0 0 280.243 0.18746 0.190668 0.0393308
466000 280.252 0 0 280.252 0.187513 0.190733 0.0393308
466500 282.881 0 0 282.881 0.187576 0.190813 0.0393308
467000 279.82 0 0 279.82 0.187614 0.190858 0.0393308
467500 281.672 0 0 281.672 0.187647 0.190897 0.0393308
468000 281.802 0 0 281.802 0.187674 0.190928 0.0393308
468500 280.133 0 0 280.133 0.187701 0.190959 0.0393308
469000 280.273 0 0 280.273 0.187742 0.191008 0.0393308
469500 281.022 0 0 281.022 0.187788 0.191064 0.0393308
470000 282.313 0 0 282.313 0.187839 0.191127 0.0393308
470500 283.385 0 0 283.385 0.187905 0.191209 0.0393308
471000 285.007 0 0 285.007 0.187959 0.191276 0.0393308
471500 280.308 0 0 280.308 0.187998 0.191323 0.0393308
472000 280.993 0 0 280.993 0.188074 0.191418 0.0393308
472500 283.199 0 0 283.199 0.188167 0.191536 0.0393308
473000 279.436 0 0 279.436 0.18822 0.191601 0.0393308
473500 281.77 0 0 281.77 0.188287 0.191684 0.0393308
474000 281.04 0 0 281.04 0.18833 0.191735 0.0393308
474500 280.283 0 0 280.283 0.188399 0.191821 0.0393308
475000 280.54 0 0 280.54 0.188475 0.191917 0.0393308
475500 282.997 0 0 282.997 0.188552 0.192013 0.0393308
476000 280.374 0 0 280.374 0.188638 0.192122 0.0393308
476500 281.506 0 0 281.506 0.188715 0.192218 0.0393308
477000 282.88 0 0 282.88 0.188778 0.192296 0.0393308
477500 282.858 0 0 282.858 0.188828 0.192356 0.0393308
478000 283.853 0 0 283.853 0.188865 0.192401 0.0393308
478500 280.203 0 0 280.203 0.188904 0.192447 0.0393308
479000 279.798 0 0 279.798 0.188931 0.192478 0.0393308
479500 280.902 0 0 280.902 0.188966 0.192519 0.0393308
480000 280.907 0 0 280.907 0.189003 0.192563 0.0393308
480500 279.854 0 0 279.854 0.189025 0.192587 0.0393308
481000 280.456 0 0 280.456 0.189026 0.192583 0.0393308
481500 282.463 0 0 282.463 0.189042 0.192599 0.0393308
482000 281.873 0 0 281.873 0.189082 0.192647 0.0393308
482500 281.261 0 0 281.261 0.189113 0.192683 0.0393308
483000 280.245 0 0 280.245 0.189092 0.192651 0.0393308
483500 281.58 0 0 281.58 0.189068 0.192614 0.0393308
484000 281.577 0 0 281.577 0.189036 0.192568 0.0393308
484500 281.611 0 0 281.611 0.18899 0.192504 0.0393308
485000 281.102 0 0 281.102 0.188945 0.192439 0.0393308
485500 281.758 0 0 281.758 0.188923 0.192407 0.0393308
486000 282.112 0 0 282.112 0.188922 0.1924 0.0393308
486500 282.029 0 0 282.029 0.188938 0.192416 0.0393308
487000 280.31 0 0 280.31 0.188945 0.192422 0.0393308
487500 283.175 0 0 283.175 0.188966 0.192444 0.0393308
488000 281.113 0 0 281.113 0.189017 0.192506 0.0393308
488500 280.615 0 0 280.615 0.18906 0.192558 0.0393308
489000 280.373 0 0 280.373 0.189069 0.192565 0.0393308
489500 280.533 0 0 280.533 0.189072 0.192564 0.0393308
490000 280.094 0 0 280.094 0.189111 0.19261 0.0393308
490500 281.956 0 0 281.956 0.189139 0.192642 0.0393308
491000 279.871 0 0 279.871 0.189199 0.192715 0.0393308
491500 281.553 0 0 281.553 0.189255 0.192785 0.0393308
492000 279.367 0 0 279.367 0.189311 0.192853 0.0393308
492500 280.087 0 0 280.087 0.189377 0.192934 0.0393308
493000 282.549 0 0 282.549 0.189445 0.193018 0.0393308
493500 279.871 0 0 279.871 0.189503 0.193089 0.0393308
494000 282.877 0 0 282.877 0.189578 0.193182 0.0393308
494500 281.944 0 0 281.944 0.189653 0.193275 0.0393308
495000 280.931 0 0 280.931 0.189726 0.193366 0.0393308
495500 280.579 0 0 280.579 0.189816 0.193477 0.0393308
496000 280.579 0 0 280.579 0.189888 0.193567 0.0393308
496500 285.022 0 0 285.022 0.189937 0.193625 0.0393308
497000 279.512 0 0 279.512 0.189987 0.193686 0.0393308
497500 281.336 0 0 281.336 0.190035 0.193744 0.0393308
498000 282.755 0 0 282.755 0.1901 0.193823 0.0393308
498500 281.672 0 0 281.672 0.19019 0.193936 0.0393308
499000 280.278 0 0 280.278 0.190264 0.194027 0.0393308
499500 279.603 0 0 279.603 0.190322 0.194098 0.0393308
500000 281.245 0 0 281.245 0.190375 0.194162 0.0393308
500500 281.419 0 0 281.419 0.190413 0.194206 0.0393308
501000 282.501 0 0 282.501 0.190445 0.194243 0.0393308
501500 280.631 0 0 280.631 0.190486 0.194292 0.0393308
502000 280.503 0 0 280.503 0.190518 0.194329 0.0393308
502500 283.442 0 0 283.442 0.190549 0.194364 0.0393308
503000 280.829 0 0 280.829 0.190552 0.194363 0.0393308
503500 280.846 0 0 280.846 0.190543 0.194346 0.0393308
504000 280.243 0 0 280.243 0.190513 0.194303 0.0393308
504500 284.224 0 0 284.224 0.190502 0.194284 0.0393308
505000 283.398 0 0 283.398 0.19044 0.194198 0.0393308
505500 282.925 0 0 282.925 0.190381 0.194117 0.0393308
506000 282.141 0 0 282.141 0.190304 0.194013 0.0393308
506500 282.822 0 0 282.822 0.190244 0.193931 0.0393308
507000 281.488 0 0 281.488 0.190184 0.193848 0.0393308
507500 282.191 0 0 282.191 0.190127 0.193769 0.0393308
508000 282.614 0 0 282.614 0.190057 0.193675 0.0393308
508500 282.01 0 0 282.01 0.190043 0.193652 0.0393308
509000 283.532 0 0 283.532 0.190023 0.193621 0.0393308
509500 280.732 0 0 280.732 0.19001 0.193601 0.0393308
510000 284.489 0 0 284.489 0.189988 0.193567 0.0393308
510500 280.243 0 0 280.243 0.189971 0.193541 0.0393308
511000 281.221 0 0 281.221 0.18998 0.193548 0.0393308
511500 281.94 0 0 281.94 0.189958 0.193515 0.0393308
512000 283.05 0 0 283.05 0.189932 0.193478 0.0393308
512500 283.847 0 0 283.847 0.189914 0.193451 0.0393308
513000 282.074 0 0 282.074 0.18991 0.19344 0.0393308
513500 282.059 0 0 282.059 0.189907 0.193432 0.0393308
514000 280.667 0 0 280.667 0.189907 0.193428 0.0393308
514500 281.629 0 0 281.629 0.18991 0.193428 0.0393308
515000 281.919 0 0 281.919 0.189912 0.193426 0.0393308
515500 280.825 0 0 280.825 0.189913 0.193422 0.0393308
516000 282.227 0 0 282.227 0.189908 0.193412 0.0393308
516500 282.16 0 0 282.16 0.189878 0.193369 0.0393308
517000 280.872 0 0 280.872 0.189865 0.193348 0.0393308
517500 280.984 0 0 280.984 0.189857 0.193334 0.0393308
518000 282.767 0 0 282.767 0.189835 0.193301 0.0393308
518500 281.888 0 0 281.888 0.189839 0.193302 0.0393308
519000 281.737 0 0 281.737 0.189848 0.19331 0.0393308
519500 281.968 0 0 281.968 0.18987 0.193333 0.0393308
520000 279.901 0 0 279.901 0.189861 0.193317 0.0393308
520500 279.899 0 0 279.899 0.189879 0.193337 0.0393308
521000 280.585 0 0 280.585 0.189921 0.193386 0.0393308
521500 281.364 0 0 281.364 0.189965 0.193439 0.0393308
522000 285.354 0 0 285.354 0.19001 0.193492 0.0393308
522500 285.162 0 0 285.162 0.190038 0.193524 0.0393308
523000 280.503 0 0 280.503 0.190077 0.19357 0.0393308
523500 280.885 0 0 280.885 0.19014 0.193646 0.0393308
524000 281.577 0 0 281.577 0.1902 0.193718 0.0393308
524500 283.449 0 0 283.449 0.190273 0.193808 0.0393308
525000 280.58 0 0 280.58 0.190355 0.19391 0.0393308
525500 279.506 0 0 279.506 0.190421 0.19399 0.0393308
526000 282.684 0 0 282.684 0.190489 0.194073 0.0393308
526500 281.543 0 0 281.543 0.190561 0.19416 0.0393308
527000 281.279 0 0 281.279 0.190614 0.194224 0.0393308
527500 280.504 0 0 280.504 0.190666 0.194286 0.0393308
528000 280.525 0 0 280.525 0.19073 0.194364 0.0393308
528500 280.448 0 0 280.448 0.190797 0.194446 0.0393308
529000 280.062 0 0 280.062 0.190854 0.194515 0.0393308
529500 284.791 0 0 284.791 0.19092 0.194595 0.0393308
530000 284.094 0 0 284.094 0.190998 0.19469 0.0393308
530500 281.327 0 0 281.327 0.191056 0.19476 0.0393308
531000 285.364 0 0 285.364 0.191141 0.194864 0.0393308
531500 283.178 0 0 283.178 0.191226 0.194969 0.0393308
532000 280.339 0 0 280.339 0.191297 0.195056 0.0393308
532500 281.501 0 0 281.501 0.191349 0.195117 0.0393308
533000 280.331 0 0 280.331 0.191396 0.195173 0.0393308
533500 280.401 0 0 280.401 0.191441 0.195226 0.0393308
534000 284.348 0 0 284.348 0.191505 0.195303 0.0393308
534500 280.908 0 0 280.908 0.191557 0.195365 0.0393308
535000 284.28 0 0 284.28 0.191583 0.195395 0.0393308
535500 280.642 0 0 280.642 0.19159 0.1954 0.0393308
536000 279.967 0 0 279.967 0.19161 0.19542 0.0393308
536500 280.659 0 0 280.659 0.191648 0.195465 0.0393308
537000 286.414 0 0 286.414 0.191668 0.195485 0.0393308
537500 280.154 0 0 280.154 0.191662 0.195474 0.0393308
538000 280.973 0 0 280.973 0.191627 0.195425 0.0393308
538500 280.762 0 0 280.762 0.19161 0.195398 0.0393308
539000 284.517 0 0 284.517 0.191585 0.195362 0.0393308
539500 281.263 0 0 281.263 0.191555 0.195318 0.0393308
540000 280.761 0 0 280.761 0.19151 0.195257 0.0393308
540500 282.107 0 0 282.107 0.191456 0.195183 0.0393308
541000 281.588 0 0 281.588 0.191392 0.195098 0.0393308
541500 283.381 0 0 283.381 0.191343 0.195031 0.0393308
542000 281.664 0 0 281.664 0.191266 0.194929 0.0393308
542500 282.466 0 0 282.466 0.191175 0.194809 0.0393308
543000 282.352 0 0 282.352 0.191085 0.194691 0.0393308
543500 282.048 0 0 282.048 0.191013 0.194595 0.0393308
544000 282.216 0 0 282.216 0.19092 0.194472 0.0393308
544500 281.954 0 0 281.954 0.190793 0.194306 0.0393308
545000 282.33 0 0 282.33 0.190699 0.194183 0.0393308
545500 283.358 0 0 283.358 0.190619 0.194077 0.0393308
546000 281.775 0 0 281.775 0.190582 0.194026 0.0393308
546500 280.909 0 0 280.909 0.190557 0.193991 0.0393308
547000 280.316 0 0 280.316 0.190539 0.193965 0.0393308
547500 280.523 0 0 280.523 0.190514 0.193929 0.0393308
548000 285.024 0 0 285.024 0.190508 0.193917 0.0393308
548500 284.245 0 0 284.245 0.190525 0.193935 0.0393308
549000 281.418 0 0 281.418 0.190552 0.193966 0.0393308
549500 282.008 0 0 282.008 0.19057 0.193985 0.0393308
550000 280.086 0 0 280.086 0.1906 0.194018 0.0393308
550500 281.206 0 0 281.206 0.190628 0.19405 0.0393308
551000 279.656 0 0 279.656 0.190689 0.194124 0.0393308
551500 279.395 0 0 279.395 0.190739 0.194183 0.0393308
552000 279.512 0 0 279.512 0.190771 0.194219 0.0393308
552500 281.636 0 0 281.636 0.190815 0.194271 0.0393308
553000 284.184 0 0 284.184 0.190895 0.194369 0.0393308
553500 280.6 0 0 280.6 0.190972 0.194462 0.0393308
554000 280.647 0 0 280.647 0.191049 0.194555 0.0393308
554500 281.735 0 0 281.735 0.191108 0.194627 0.0393308
555000 279.879 0 0 279.879 0.191187 0.194723 0.0393308
555500 280.778 0 0 280.778 0.191254 0.194803 0.0393308
556000 280.396 0 0 280.396 0.191317 0.194879 0.0393308
556500 282.097 0 0 282.097 0.191392 0.194969 0.0393308
557000 281.315 0 0 281.315 0.191452 0.195042 0.0393308
557500 281.338 0 0 281.338 0.191496 0.195093 0.0393308
558000 280.197 0 0 280.197 0.191543 0.195149 0.0393308
558500 281.288 0 0 281.288 0.191587 0.1952 0.0393308
559000 280.136 0 0 280.136 0.191622 0.19524 0.0393308
559500 280.876 0 0 280.876 0.19167 0.195298 0.0393308
560000 280.304 0 0 280.304 0.191723 0.195361 0.0393308
560500 282.881 0 0 282.881 0.1918 0.195454 0.0393308
561000 285.162 0 0 285.162 0.191875 0.195544 0.0393308
561500 283.756 0 0 283.756 0.191941 0.195623 0.0393308
562000 283.423 0 0 283.423 0.192002 0.195697 0.0393308
562500 281.335 0 0 281.335 0.192041 0.195742 0.0393308
563000 279.729 0 0 279.729 0.192071 0.195776 0.0393308
563500 283.14 0 0 283.14 0.192092 0.195798 0.0393308
564000 281.117 0 0 281.117 0.19211 0.195817 0.0393308
564500 282.22 0 0 282.22 0.192105 0.195807 0.0393308
565000 280.611 0 0 280.611 0.192115 0.195815 0.0393308
565500 279.406 0 0 279.406 0.192143 0.195846 0.0393308
566000 284.35 0 0 284.35 0.192164 0.195869 0.0393308
566500 282.82 0 0 282.82 0.192179 0.195884 0.0393308
567000 280.74 0 0 280.74 0.192185 0.195887 0.0393308
567500 281.175 0 0 281.175 0.192158 0.195849 0.0393308
568000 280.896 0 0 280.896 0.192115 0.195791 0.0393308
568500 282.177 0 0 282.177 0.192096 0.195762 0.0393308
569000 282.669 0 0 282.669 0.192064 0.195719 0.0393308
569500 281.127 0 0 281.127 0.192045 0.195691 0.0393308
570000 283.901 0 0 283.901 0.192016 0.195651 0.0393308
570500 281.272 0 0 281.272 0.191965 0.195582 0.0393308
571000 282.01 0 0 282.01 0.191934 0.195539 0.0393308
571500 280.681 0 0 280.681 0.191903 0.195497 0.0393308
572000 281.182 0 0 281.182 0.1919 0.195488 0.0393308
572500 284.096 0 0 284.096 0.191911 0.195499 0.0393308
573000 282.753 0 0 282.753 0.191941 0.195533 0.0393308
573500 280.161 0 0 280.161 0.191961 0.195554 0.0393308
574000 280.63 0 0 280.63 0.192016 0.195619 0.0393308
574500 282.17 0 0 282.17 0.192081 0.195697 0.0393308
575000 281.329 0 0 281.329 0.192154 0.195785 0.0393308
575500 282.919 0 0 282.919 0.192217 0.19586 0.0393308
576000 281.358 0 0 281.358 0.19227 0.195923 0.0393308
576500 280.22 0 0 280.22 0.192307 0.195965 0.0393308
577000 281.432 0 0 281.432 0.192349 0.196014 0.0393308
577500 280.481 0 0 280.481 0.192402 0.196077 0.0393308
578000 279.605 0 0 279.605 0.192457 0.196142 0.0393308
578500 280.738 0 0 280.738 0.192517 0.196214 0.0393308
579000 280.589 0 0 280.589 0.192568 0.196274 0.0393308
579500 279.654 0 0 279.654 0.192614 0.196328 0.0393308
580000 280.272 0 0 280.272 0.192646 0.196364 0.0393308
580500 279.81 0 0 279.81 0.192692 0.196417 0.0393308
581000 280.712 0 0 280.712 0.192741 0.196475 0.0393308
581500 281.132 0 0 281.132 0.192784 0.196525 0.0393308
582000 280.904 0 0 280.904 0.192807 0.19655 0.0393308
582500 282.634 0 0 282.634 0.192817 0.196558 0.0393308
583000 280.963 0 0 280.963 0.192814 0.19655 0.0393308
583500 281.648 0 0 281.648 0.192838 0.196577 0.0393308
584000 280.255 0 0 280.255 0.19287 0.196613 0.0393308
584500 281.071 0 0 281.071 0.192908 0.196657 0.0393308
585000 280.836 0 0 280.836 0.192944 0.196697 0.0393308
585500 280.119 0 0 280.119 0.19296 0.196714 0.0393308
586000 280.4 0 0 280.4 0.192988 0.196745 0.0393308
586500 280.397 0 0 280.397 0.193021 0.196782 0.0393308
587000 283.271 0 0 283.271 0.193056 0.196823 0.0393308
587500 280.408 0 0 280.408 0.193085 0.196855 0.0393308
588000 279.862 0 0 279.862 0.1931 0.19687 0.0393308
588500 282.082 0 0 282.082 0.193122 0.196893 0.0393308
589000 280.234 0 0 280.234 0.193134 0.196905 0.0393308
589500 282.771 0 0 282.771 0.193139 0.196907 0.0393308
590000 280.848 0 0 280.848 0.193151 0.196918 0.0393308
590500 282.49 0 0 282.49 0.193161 0.196926 0.0393308
591000 280.42 0 0 280.42 0.193153 0.196912 0.0393308
591500 282.852 0 0 282.852 0.193152 0.196908 0.0393308
592000 280.7 0 0 280.7 0.193153 0.196905 0.0393308
592500 279.829 0 0 279.829 0.193164 0.196914 0.0393308
593000 282.504 0 0 282.504 0.193182 0.196933 0.0393308
593500 281.384 0 0 281.384 0.193177 0.196923 0.0393308
594000 283.786 0 0 283.786 0.193154 0.19689 0.0393308
594500 281.213 0 0 281.213 0.193143 0.196873 0.0393308
595000 280.338 0 0 280.338 0.19313 0.196853 0.0393308
595500 281.148 0 0 281.148 0.193124 0.196842 0.0393308
596000 280.457 0 0 280.457 0.193107 0.196816 0.0393308
596500 283.542 0 0 283.542 0.193083 0.196783 0.0393308
597000 280.868 0 0 280.868 0.193077 0.196771 0.0393308
597500 283.74 0 0 283.74 0.193086 0.196779 0.0393308
598000 281.712 0 0 281.712 0.193117 0.196814 0.0393308
598500 279.76 0 0 279.76 0.19315 0.196852 0.0393308
599000 283.237 0 0 283.237 0.193183 0.196889 0.0393308
599500 280.351 0 0 280.351 0.19321 0.196918 0.0393308
600000 280.841 0 0 280.841 0.193253 0.196969 0.0393308
*end

