SPM (Spatial Population Model)
Call: spm -p -q -g 0 -o profile.dat 
Date: Sun Aug 19 08:57:15 2018
v1.1-2018-05-31 (rev. 1291). Copyright (c) 2008-2018, NIWA
User name: Admin
Machine name: DELL9070 (Windows_NT, PID=7804)

[mature-2002]
report.type: observation
observation.label: mature-2002
observation.year: 2002
observation.time_step: one
observation.min_age: 1
observation.max_age: 30
observation.age_plus_group: true
area age observed expected residual errorvalue processerror totalerror score
r5-c5 immature+mature 28 0.02861 0.0264357 0.00217426 49 50 24.7475 2.47817
r5-c5 immature+mature 29 0.01145 0.0222297 -0.0107797 49 50 24.7475 0.973354
r5-c5 immature+mature 30 0.03977 0.100939 -0.0611694 49 50 24.7475 2.25042
r5-c6 immature+mature 1 0 0.00437432 -0.00437432 191 50 39.6266 0
r5-c6 immature+mature 2 0 0.000474474 -0.000474474 191 50 39.6266 0
r5-c6 immature+mature 3 0 0.000616009 -0.000616009 191 50 39.6266 0
r5-c6 immature+mature 4 0 0.000825196 -0.000825196 191 50 39.6266 0
r5-c6 immature+mature 5 0 0.00110155 -0.00110155 191 50 39.6266 0
r5-c6 immature+mature 6 0 0.00179683 -0.00179683 191 50 39.6266 0
r5-c6 immature+mature 7 0 0.00311148 -0.00311148 191 50 39.6266 0
r5-c6 immature+mature 8 0 0.00528082 -0.00528082 191 50 39.6266 0
r5-c6 immature+mature 9 0 0.00854361 -0.00854361 191 50 39.6266 0
r5-c6 immature+mature 10 0 0.0131086 -0.0131086 191 50 39.6266 0
r5-c6 immature+mature 11 0.0035 0.0190735 -0.0155735 191 50 39.6266 0.483935
r5-c6 immature+mature 12 0.01016 0.0263096 -0.0161496 191 50 39.6266 1.34484
r5-c6 immature+mature 13 0.03231 0.034378 -0.00206801 191 50 39.6266 4.45765
r5-c6 immature+mature 14 0.03043 0.0425635 -0.0121335 191 50 39.6266 3.90667
r5-c6 immature+mature 15 0.06622 0.050054 0.016166 191 50 39.6266 9.19853
r5-c6 immature+mature 16 0.09826 0.0561665 0.0420935 191 50 39.6266 14.2309
r5-c6 immature+mature 17 0.09284 0.0604876 0.0323524 191 50 39.6266 13.0267
r5-c6 immature+mature 18 0.11378 0.0628826 0.0508974 191 50 39.6266 16.4451
r5-c6 immature+mature 19 0.09598 0.0634245 0.0325555 191 50 39.6266 13.3755
r5-c6 immature+mature 20 0.04154 0.0623135 -0.0207735 191 50 39.6266 4.96136
r5-c6 immature+mature 21 0.09169 0.0598172 0.0318728 191 50 39.6266 12.8744
r5-c6 immature+mature 22 0.06074 0.0562329 0.00450707 191 50 39.6266 8.02745
r5-c6 immature+mature 23 0.02362 0.0518643 -0.0282443 191 50 39.6266 2.74395
r5-c6 immature+mature 24 0.037 0.0470028 -0.0100028 191 50 39.6266 4.74411
r5-c6 immature+mature 25 0.03334 0.0419128 -0.00857281 191 50 39.6266 4.3579
r5-c6 immature+mature 26 0.03715 0.0368205 0.000329545 191 50 39.6266 5.1258
r5-c6 immature+mature 27 0.04264 0.0319066 0.0107334 191 50 39.6266 6.24746
r5-c6 immature+mature 28 0.02903 0.0273047 0.00172525 191 50 39.6266 4.21273
r5-c6 immature+mature 29 0.02018 0.023103 -0.00292301 191 50 39.6266 2.94179
r5-c6 immature+mature 30 0.03959 0.107149 -0.0675588 191 50 39.6266 3.83823
r5-c7 immature+mature 1 0 0.0050118 -0.0050118 150 50 37.5 0
r5-c7 immature+mature 2 0 0.000463116 -0.000463116 150 50 37.5 0
r5-c7 immature+mature 3 0 0.000600976 -0.000600976 150 50 37.5 0
r5-c7 immature+mature 4 0 0.000805057 -0.000805057 150 50 37.5 0
r5-c7 immature+mature 5 0 0.00107466 -0.00107466 150 50 37.5 0
r5-c7 immature+mature 6 0 0.00167557 -0.00167557 150 50 37.5 0
r5-c7 immature+mature 7 0 0.00279607 -0.00279607 150 50 37.5 0
r5-c7 immature+mature 8 0 0.00467708 -0.00467708 150 50 37.5 0
r5-c7 immature+mature 9 0.00191 0.0075734 -0.0056634 150 50 37.5 0.312489
r5-c7 immature+mature 10 0.00359 0.011715 -0.00812499 150 50 37.5 0.534964
r5-c7 immature+mature 11 0.00316 0.017225 -0.014065 150 50 37.5 0.423806
r5-c7 immature+mature 12 0.0141 0.0240074 -0.00990738 150 50 37.5 1.85257
r5-c7 immature+mature 13 0.02995 0.031664 -0.00171399 150 50 37.5 3.9345
r5-c7 immature+mature 14 0.03021 0.0395275 -0.00931753 150 50 37.5 3.72176
r5-c7 immature+mature 15 0.05881 0.0468318 0.0119782 150 50 37.5 7.64186
r5-c7 immature+mature 16 0.09233 0.0529273 0.0394027 150 50 37.5 12.577
r5-c7 immature+mature 17 0.08715 0.0574142 0.0297358 150 50 37.5 11.4771
r5-c7 immature+mature 18 0.11688 0.0601497 0.0567303 150 50 37.5 16.0909
r5-c7 immature+mature 19 0.09256 0.0611803 0.0313797 150 50 37.5 12.1113
r5-c7 immature+mature 20 0.04376 0.0606664 -0.0169064 150 50 37.5 4.98728
r5-c7 immature+mature 21 0.07837 0.0588284 0.0195416 150 50 37.5 10.0417
r5-c7 immature+mature 22 0.07519 0.055915 0.019275 150 50 37.5 9.70147
r5-c7 immature+mature 23 0.01917 0.0521848 -0.0330148 150 50 37.5 2.03108
r5-c7 immature+mature 24 0.03207 0.0478925 -0.0158225 150 50 37.5 3.75291
r5-c7 immature+mature 25 0.04138 0.0432765 -0.00189653 150 50 37.5 5.19444
r5-c7 immature+mature 26 0.02939 0.0385487 -0.00915869 150 50 37.5 3.63481
r5-c7 immature+mature 27 0.03491 0.0338867 0.00102331 150 50 37.5 4.59073
r5-c7 immature+mature 28 0.03338 0.0294299 0.00395007 150 50 37.5 4.53922
r5-c7 immature+mature 29 0.01669 0.025279 -0.00858903 150 50 37.5 2.19279
r5-c7 immature+mature 30 0.06229 0.126772 -0.0644821 150 50 37.5 5.84888
r6-c5 immature+mature 1 0 0.0021654 -0.0021654 1 50 0.980392 0
r6-c5 immature+mature 2 0 3.56142e-05 -3.56142e-05 1 50 0.980392 0
r6-c5 immature+mature 3 0 4.59041e-05 -4.59041e-05 1 50 0.980392 0
r6-c5 immature+mature 4 0 6.14913e-05 -6.14913e-05 1 50 0.980392 0
r6-c5 immature+mature 5 0 8.2085e-05 -8.2085e-05 1 50 0.980392 0
r6-c5 immature+mature 6 0 0.000158871 -0.000158871 1 50 0.980392 0
r6-c5 immature+mature 7 0 0.000374835 -0.000374835 1 50 0.980392 0
r6-c5 immature+mature 8 0 0.000862068 -0.000862068 1 50 0.980392 0
r6-c5 immature+mature 9 0 0.00180371 -0.00180371 1 50 0.980392 0
r6-c5 immature+mature 10 0 0.00342324 -0.00342324 1 50 0.980392 0
r6-c5 immature+mature 11 0 0.00594234 -0.00594234 1 50 0.980392 0
r6-c5 immature+mature 12 0 0.00950022 -0.00950022 1 50 0.980392 0
r6-c5 immature+mature 13 0 0.0140599 -0.0140599 1 50 0.980392 0
r6-c5 immature+mature 14 0 0.019363 -0.019363 1 50 0.980392 0
r6-c5 immature+mature 15 0 0.0249846 -0.0249846 1 50 0.980392 0
r6-c5 immature+mature 16 0 0.0304632 -0.0304632 1 50 0.980392 0
r6-c5 immature+mature 17 0.25 0.0354216 0.214578 1 50 0.980392 0.721592
r6-c5 immature+mature 18 0 0.0396191 -0.0396191 1 50 0.980392 0
r6-c5 immature+mature 19 0 0.0429398 -0.0429398 1 50 0.980392 0
r6-c5 immature+mature 20 0 0.0453543 -0.0453543 1 50 0.980392 0
r6-c5 immature+mature 21 0.25 0.0468854 0.203115 1 50 0.980392 0.65287
r6-c5 immature+mature 22 0 0.0475866 -0.0475866 1 50 0.980392 0
r6-c5 immature+mature 23 0 0.0475305 -0.0475305 1 50 0.980392 0
r6-c5 immature+mature 24 0 0.0468033 -0.0468033 1 50 0.980392 0
r6-c5 immature+mature 25 0 0.0455007 -0.0455007 1 50 0.980392 0
r6-c5 immature+mature 26 0.5 0.0437243 0.456276 1 50 0.980392 1.41315
r6-c5 immature+mature 27 0 0.0415766 -0.0415766 1 50 0.980392 0
r6-c5 immature+mature 28 0 0.0391576 -0.0391576 1 50 0.980392 0
r6-c5 immature+mature 29 0 0.0365602 -0.0365602 1 50 0.980392 0
r6-c5 immature+mature 30 0 0.328014 -0.328014 1 50 0.980392 0
*end

[CAA-2007]
report.type: observation
observation.label: CAA-2007
observation.year: 2007
observation.time_step: one
observation.min_age: 1
observation.max_age: 30
observation.age_plus_group: true
area category age observed expected residual errorvalue processerror totalerror score
r1-c5 immature+mature 1 0 0.00145909 -0.00145909 531 50 45.6971 0
r1-c5 immature+mature 2 0 0.00787587 -0.00787587 531 50 45.6971 0
r1-c5 immature+mature 3 0 0.0106962 -0.0106962 531 50 45.6971 0
r1-c5 immature+mature 4 0 0.0143323 -0.0143323 531 50 45.6971 0
r1-c5 immature+mature 5 0.00484 0.0191321 -0.0142921 531 50 45.6971 0.783837
r1-c5 immature+mature 6 0.01862 0.0245789 -0.00595886 531 50 45.6971 3.09761
r1-c5 immature+mature 7 0.04425 0.0315816 0.0126684 531 50 45.6971 7.70034
r1-c5 immature+mature 8 0.06063 0.0401624 0.0204676 531 50 45.6971 10.4183
r1-c5 immature+mature 9 0.08626 0.0501038 0.0361562 531 50 45.6971 14.8913
r1-c5 immature+mature 10 0.07326 0.0607805 0.0124795 531 50 45.6971 11.6206
r1-c5 immature+mature 11 0.11664 0.0710448 0.0455952 531 50 45.6971 19.4556
r1-c5 immature+mature 12 0.10229 0.0793159 0.0229741 531 50 45.6971 16.088
r1-c5 immature+mature 13 0.0953 0.083988 0.011312 531 50 45.6971 14.5137
r1-c5 immature+mature 14 0.08554 0.0840492 0.00149078 531 50 45.6971 12.7217
r1-c5 immature+mature 15 0.10466 0.0795297 0.0251303 531 50 45.6971 16.5289
r1-c5 immature+mature 16 0.06753 0.0714479 -0.00391793 531 50 45.6971 10.0438
r1-c5 immature+mature 17 0.04914 0.0613251 -0.0121851 531 50 45.6971 7.1999
r1-c5 immature+mature 18 0.02562 0.0506365 -0.0250165 531 50 45.6971 3.57375
r1-c5 immature+mature 19 0.02359 0.0404814 -0.0168914 531 50 45.6971 3.49194
r1-c5 immature+mature 20 0.0176 0.0315067 -0.0139067 531 50 45.6971 2.71094
r1-c5 immature+mature 21 0.00971 0.0239811 -0.0142711 531 50 45.6971 1.53396
r1-c5 immature+mature 22 0.00314 0.0179167 -0.0147767 531 50 45.6971 0.510145
r1-c5 immature+mature 23 0.00335 0.0131792 -0.00982917 531 50 45.6971 0.592331
r1-c5 immature+mature 24 0.0024 0.0095688 -0.0071688 531 50 45.6971 0.455992
r1-c5 immature+mature 25 0.00109 0.00687219 -0.00578219 531 50 45.6971 0.221308
r1-c5 immature+mature 26 0.00112 0.00489092 -0.00377092 531 50 45.6971 0.244861
r1-c5 immature+mature 27 0.00017 0.00345476 -0.00328476 531 50 45.6971 0.0395972
r1-c5 immature+mature 28 0.00046 0.00242521 -0.00196521 531 50 45.6971 0.114809
r1-c5 immature+mature 29 0.0001 0.00169383 -0.00159383 531 50 45.6971 0.0265377
r1-c5 immature+mature 30 0.00216 0.00198928 0.000170723 531 50 45.6971 0.564625
r2-c4 immature+mature 1 0 0.00179377 -0.00179377 673 50 46.5422 0
r2-c4 immature+mature 2 0 0.00751447 -0.00751447 673 50 46.5422 0
r2-c4 immature+mature 3 0 0.0100991 -0.0100991 673 50 46.5422 0
r2-c4 immature+mature 4 0 0.0135308 -0.0135308 673 50 46.5422 0
r2-c4 immature+mature 5 0.00974 0.0180619 -0.00832192 673 50 46.5422 1.69815
r2-c4 immature+mature 6 0.0475 0.0234867 0.0240133 673 50 46.5422 9.18941
r2-c4 immature+mature 7 0.06429 0.0302863 0.0340037 673 50 46.5422 12.2459
r2-c4 immature+mature 8 0.10283 0.0385681 0.0642619 673 50 46.5422 20.0063
r2-c4 immature+mature 9 0.06476 0.0481893 0.0165707 673 50 46.5422 10.95
r2-c4 immature+mature 10 0.06468 0.0586054 0.00607465 673 50 46.5422 10.3449
r2-c4 immature+mature 11 0.09297 0.068759 0.024211 673 50 46.5422 15.2662
r2-c4 immature+mature 12 0.09368 0.0771524 0.0165276 673 50 46.5422 14.9047
r2-c4 immature+mature 13 0.08905 0.0822226 0.00682743 673 50 46.5422 13.7526
r2-c4 immature+mature 14 0.07811 0.0829295 -0.00481952 673 50 46.5422 11.6954
r2-c4 immature+mature 15 0.09097 0.0792029 0.0117671 673 50 46.5422 14.2725
r2-c4 immature+mature 16 0.06896 0.0719239 -0.0029639 673 50 46.5422 10.5091
r2-c4 immature+mature 17 0.04368 0.0624893 -0.0188093 673 50 46.5422 6.3607
r2-c4 immature+mature 18 0.02835 0.0522963 -0.0239463 673 50 46.5422 4.05951
r2-c4 immature+mature 19 0.0231 0.0424201 -0.0193201 673 50 46.5422 3.43109
r2-c4 immature+mature 20 0.0132 0.033526 -0.020326 673 50 46.5422 1.97531
r2-c4 immature+mature 21 0.00942 0.0259258 -0.0165058 673 50 46.5422 1.48014
r2-c4 immature+mature 22 0.00305 0.0196826 -0.0166326 673 50 46.5422 0.491185
r2-c4 immature+mature 23 0.00384 0.0147099 -0.0108699 673 50 46.5422 0.675135
r2-c4 immature+mature 24 0.00221 0.0108464 -0.00863642 673 50 46.5422 0.414245
r2-c4 immature+mature 25 0.00069 0.00790551 -0.00721551 673 50 46.5422 0.137737
r2-c4 immature+mature 26 0.00123 0.00570484 -0.00447484 673 50 46.5422 0.265342
r2-c4 immature+mature 27 0.00089 0.00408168 -0.00319168 673 50 46.5422 0.205349
r2-c4 immature+mature 28 0.00061 0.00289903 -0.00228903 673 50 46.5422 0.150164
r2-c4 immature+mature 29 0.00033 0.00204621 -0.00171621 673 50 46.5422 0.086426
r2-c4 immature+mature 30 0.00187 0.0031403 -0.0012703 673 50 46.5422 0.457357
r2-c5 immature+mature 1 0 0.00173232 -0.00173232 363 50 43.9467 0
r2-c5 immature+mature 2 0 0.00784012 -0.00784012 363 50 43.9467 0
r2-c5 immature+mature 3 0 0.0105649 -0.0105649 363 50 43.9467 0
r2-c5 immature+mature 4 0.0077 0.0141552 -0.00645524 363 50 43.9467 1.32691
r2-c5 immature+mature 5 0.09606 0.0188958 0.0771642 363 50 43.9467 20.2715
r2-c5 immature+mature 6 0.11027 0.024351 0.085919 363 50 43.9467 22.5307
r2-c5 immature+mature 7 0.08588 0.0313031 0.0545769 363 50 43.9467 15.9174
r2-c5 immature+mature 8 0.09212 0.0398113 0.0523087 363 50 43.9467 16.3015
r2-c5 immature+mature 9 0.04798 0.0496797 -0.00169966 363 50 43.9467 7.12587
r2-c5 immature+mature 10 0.03307 0.060301 -0.027231 363 50 43.9467 4.3339
r2-c5 immature+mature 11 0.04961 0.0705467 -0.0209367 363 50 43.9467 6.64645
r2-c5 immature+mature 12 0.03585 0.0788524 -0.0430024 363 50 43.9467 4.34117
r2-c5 immature+mature 13 0.04066 0.0836191 -0.0429591 363 50 43.9467 4.9398
r2-c5 immature+mature 14 0.05742 0.0838262 -0.0264062 363 50 43.9467 7.48249
r2-c5 immature+mature 15 0.07422 0.0794796 -0.00525959 363 50 43.9467 10.3895
r2-c5 immature+mature 16 0.05334 0.0715674 -0.0182274 363 50 43.9467 7.21481
r2-c5 immature+mature 17 0.04859 0.0615849 -0.0129949 363 50 43.9467 6.77363
r2-c5 immature+mature 18 0.0396 0.0509928 -0.0113928 363 50 43.9467 5.64651
r2-c5 immature+mature 19 0.03941 0.0408873 -0.00147733 363 50 43.9467 5.9974
r2-c5 immature+mature 20 0.0252 0.0319211 -0.0067211 363 50 43.9467 3.8637
r2-c5 immature+mature 21 0.01612 0.0243732 -0.00825323 363 50 43.9467 2.53724
r2-c5 immature+mature 22 0.00981 0.018267 -0.00845702 363 50 43.9467 1.60458
r2-c5 immature+mature 23 0.01048 0.0134782 -0.00299821 363 50 43.9467 1.86201
r2-c5 immature+mature 24 0.00779 0.0098148 -0.0020248 363 50 43.9467 1.46862
r2-c5 immature+mature 25 0.00338 0.00706845 -0.00368845 363 50 43.9467 0.666799
r2-c5 immature+mature 26 0.00227 0.00504354 -0.00277354 363 50 43.9467 0.47792
r2-c5 immature+mature 27 0.00241 0.00357093 -0.00116093 363 50 43.9467 0.544452
r2-c5 immature+mature 28 0.00163 0.00251205 -0.00088205 363 50 43.9467 0.391575
r2-c5 immature+mature 29 0.00093 0.00175777 -0.000827772 363 50 43.9467 0.237026
r2-c5 immature+mature 30 0.00758 0.00220202 0.00537798 363 50 43.9467 1.92497
r3-c4 immature+mature 1 0 0.00296575 -0.00296575 64 50 28.0702 0
r3-c4 immature+mature 2 0 0.00567046 -0.00567046 64 50 28.0702 0
r3-c4 immature+mature 3 0 0.00753234 -0.00753234 64 50 28.0702 0
r3-c4 immature+mature 4 0 0.0100911 -0.0100911 64 50 28.0702 0
r3-c4 immature+mature 5 0.01382 0.0134707 0.000349283 64 50 28.0702 1.55211
r3-c4 immature+mature 6 0.02764 0.0184804 0.00915963 64 50 28.0702 3.01874
r3-c4 immature+mature 7 0 0.0244046 -0.0244046 64 50 28.0702 0
r3-c4 immature+mature 8 0.02749 0.0314813 -0.00399128 64 50 28.0702 2.58978
r3-c4 immature+mature 9 0.00635 0.0397823 -0.0334323 64 50 28.0702 0.49594
r3-c4 immature+mature 10 0.01538 0.0490735 -0.0336935 64 50 28.0702 1.18034
r3-c4 immature+mature 11 0.05081 0.0586852 -0.00787518 64 50 28.0702 4.27839
r3-c4 immature+mature 12 0.02744 0.0674988 -0.0400588 64 50 28.0702 1.99707
r3-c4 immature+mature 13 0.04312 0.0741701 -0.0310501 64 50 28.0702 3.25132
r3-c4 immature+mature 14 0.05972 0.0775748 -0.0178548 64 50 28.0702 4.70172
r3-c4 immature+mature 15 0.11957 0.0772398 0.0423302 64 50 28.0702 10.8519
r3-c4 immature+mature 16 0.12042 0.0734695 0.0469505 64 50 28.0702 11.1145
r3-c4 immature+mature 17 0.09912 0.0671207 0.0319993 64 50 28.0702 9.04095
r3-c4 immature+mature 18 0.10808 0.0592352 0.0488448 64 50 28.0702 10.4087
r3-c4 immature+mature 19 0.09172 0.0507563 0.0409637 64 50 28.0702 8.95833
r3-c4 immature+mature 20 0.04714 0.042399 0.00474095 64 50 28.0702 4.35051
r3-c4 immature+mature 21 0.03976 0.0346364 0.00512359 64 50 28.0702 3.80649
r3-c4 immature+mature 22 0.02032 0.027737 -0.00741703 64 50 28.0702 1.92888
r3-c4 immature+mature 23 0.02939 0.0218158 0.00757424 64 50 28.0702 3.09192
r3-c4 immature+mature 24 0.00879 0.0168801 -0.0080901 64 50 28.0702 0.909563
r3-c4 immature+mature 25 0.00381 0.0128681 -0.0090581 64 50 28.0702 0.41276
r3-c4 immature+mature 26 0.00374 0.00967808 -0.00593808 64 50 28.0702 0.434931
r3-c4 immature+mature 27 0.00945 0.0071907 0.0022593 64 50 28.0702 1.20746
r3-c4 immature+mature 28 0.00291 0.0052845 -0.0023745 64 50 28.0702 0.3864
r3-c4 immature+mature 29 0.00164 0.00384596 -0.00220596 64 50 28.0702 0.231122
r3-c4 immature+mature 30 0.02239 0.00896143 0.0134286 64 50 28.0702 2.85457
r3-c5 immature+mature 1 0 0.00272024 -0.00272024 948 50 47.495 0
r3-c5 immature+mature 2 0 0.00607734 -0.00607734 948 50 47.495 0
r3-c5 immature+mature 3 0 0.00808718 -0.00808718 948 50 47.495 0
r3-c5 immature+mature 4 0.00186 0.0108335 -0.00897352 948 50 47.495 0.354917
r3-c5 immature+mature 5 0.01346 0.0144598 -0.000999772 948 50 47.495 2.60126
r3-c5 immature+mature 6 0.01006 0.0197289 -0.00966886 948 50 47.495 1.75432
r3-c5 immature+mature 7 0.02496 0.0258662 -0.000906198 948 50 47.495 4.4218
r3-c5 immature+mature 8 0.03261 0.0331784 -0.000568395 948 50 47.495 5.59461
r3-c5 immature+mature 9 0.04306 0.041742 0.00131804 948 50 47.495 7.23105
r3-c5 immature+mature 10 0.03548 0.0512751 -0.0157951 948 50 47.495 5.42876
r3-c5 immature+mature 11 0.049 0.0610234 -0.0120234 948 50 47.495 7.5236
r3-c5 immature+mature 12 0.04325 0.0697744 -0.0265244 948 50 47.495 6.21287
r3-c5 immature+mature 13 0.04398 0.0761219 -0.0321419 948 50 47.495 6.15627
r3-c5 immature+mature 14 0.06727 0.0789491 -0.0116791 948 50 47.495 10.1539
r3-c5 immature+mature 15 0.09874 0.0778655 0.0208745 948 50 47.495 16.2385
r3-c5 immature+mature 16 0.09008 0.0733001 0.0167799 948 50 47.495 14.7858
r3-c5 immature+mature 17 0.09471 0.0662291 0.0284809 948 50 47.495 16.1661
r3-c5 immature+mature 18 0.07576 0.0577763 0.0179837 948 50 47.495 12.8505
r3-c5 immature+mature 19 0.06747 0.0489212 0.0185488 948 50 47.495 11.7241
r3-c5 immature+mature 20 0.03814 0.0403773 -0.00223731 948 50 47.495 6.34022
r3-c5 immature+mature 21 0.03593 0.0325911 0.00333894 948 50 47.495 6.28256
r3-c5 immature+mature 22 0.0253 0.0257922 -0.000492243 948 50 47.495 4.49299
r3-c5 immature+mature 23 0.02471 0.0200543 0.00465575 948 50 47.495 4.67075
r3-c5 immature+mature 24 0.0246 0.0153468 0.0092532 948 50 47.495 4.96016
r3-c5 immature+mature 25 0.01071 0.0115774 -0.000867422 948 50 47.495 2.14758
r3-c5 immature+mature 26 0.0105 0.00862239 0.00187761 948 50 47.495 2.24968
r3-c5 immature+mature 27 0.01027 0.00634842 0.00392158 948 50 47.495 2.34676
r3-c5 immature+mature 28 0.00648 0.0046269 0.0018531 948 50 47.495 1.54506
r3-c5 immature+mature 29 0.00335 0.00334215 7.84664e-06 948 50 47.495 0.83462
r3-c5 immature+mature 30 0.01745 0.00739155 0.0100584 948 50 47.495 4.00463
r3-c6 immature+mature 1 0 0.00250002 -0.00250002 710 50 46.7105 0
r3-c6 immature+mature 2 0 0.0048704 -0.0048704 710 50 46.7105 0
r3-c6 immature+mature 3 0 0.00647913 -0.00647913 710 50 46.7105 0
r3-c6 immature+mature 4 0.00183 0.00867997 -0.00684997 710 50 46.7105 0.362185
r3-c6 immature+mature 5 0.01311 0.0115865 0.00152346 710 50 46.7105 2.61895
r3-c6 immature+mature 6 0.00956 0.0162602 -0.00670017 710 50 46.7105 1.71799
r3-c6 immature+mature 7 0.01126 0.0218016 -0.0105416 710 50 46.7105 1.89268
r3-c6 immature+mature 8 0.01298 0.0284007 -0.0154207 710 50 46.7105 2.04747
r3-c6 immature+mature 9 0.01325 0.0361744 -0.0229244 710 50 46.7105 1.94437
r3-c6 immature+mature 10 0.0167 0.0449934 -0.0282934 710 50 46.7105 2.34255
r3-c6 immature+mature 11 0.03126 0.0543365 -0.0230765 710 50 46.7105 4.5099
r3-c6 immature+mature 12 0.03293 0.0632424 -0.0303124 710 50 46.7105 4.55845
r3-c6 immature+mature 13 0.03802 0.0704737 -0.0324537 710 50 46.7105 5.20729
r3-c6 immature+mature 14 0.06339 0.0749014 -0.0115114 710 50 46.7105 9.41659
r3-c6 immature+mature 15 0.10378 0.075919 0.027861 710 50 46.7105 17.0272
r3-c6 immature+mature 16 0.10138 0.073615 0.027765 710 50 46.7105 16.6972
r3-c6 immature+mature 17 0.11616 0.0686265 0.0475335 710 50 46.7105 20.0665
r3-c6 immature+mature 18 0.09147 0.0618349 0.0296351 710 50 46.7105 15.4886
r3-c6 immature+mature 19 0.08414 0.0541044 0.0300356 710 50 46.7105 14.5373
r3-c6 immature+mature 20 0.04678 0.046144 0.000635972 710 50 46.7105 7.59198
r3-c6 immature+mature 21 0.04428 0.0384705 0.00580946 710 50 46.7105 7.4955
r3-c6 immature+mature 22 0.03158 0.0314221 0.00015789 710 50 46.7105 5.37161
r3-c6 immature+mature 23 0.03195 0.0251898 0.00676022 710 50 46.7105 5.77336
r3-c6 immature+mature 24 0.02962 0.0198511 0.00976894 710 50 46.7105 5.62908
r3-c6 immature+mature 25 0.01479 0.015401 -0.000610958 710 50 46.7105 2.78545
r3-c6 immature+mature 26 0.01242 0.0117793 0.00064068 710 50 46.7105 2.46174
r3-c6 immature+mature 27 0.01225 0.00889367 0.00335633 710 50 46.7105 2.58642
r3-c6 immature+mature 28 0.00881 0.0066372 0.0021728 710 50 46.7105 1.94355
r3-c6 immature+mature 29 0.00369 0.00490185 -0.00121185 710 50 46.7105 0.839749
r3-c6 immature+mature 30 0.02184 0.0125095 0.00933053 710 50 46.7105 4.47824
r4-c6 immature+mature 1 0 0.00385605 -0.00385605 254 50 41.7763 0
r4-c6 immature+mature 2 0 0.00196866 -0.00196866 254 50 41.7763 0
r4-c6 immature+mature 3 0 0.00258423 -0.00258423 254 50 41.7763 0
r4-c6 immature+mature 4 0 0.00346185 -0.00346185 254 50 41.7763 0
r4-c6 immature+mature 5 0 0.00462114 -0.00462114 254 50 41.7763 0
r4-c6 immature+mature 6 0 0.00699063 -0.00699063 254 50 41.7763 0
r4-c6 immature+mature 7 0 0.0103645 -0.0103645 254 50 41.7763 0
r4-c6 immature+mature 8 0 0.0148049 -0.0148049 254 50 41.7763 0
r4-c6 immature+mature 9 0 0.0204099 -0.0204099 254 50 41.7763 0
r4-c6 immature+mature 10 0.00072 0.027235 -0.026515 254 50 41.7763 0.0917534
r4-c6 immature+mature 11 0.00527 0.0351668 -0.0298968 254 50 41.7763 0.646077
r4-c6 immature+mature 12 0.01087 0.0437955 -0.0329255 254 50 41.7763 1.29909
r4-c6 immature+mature 13 0.01247 0.0523756 -0.0399056 254 50 41.7763 1.41663
r4-c6 immature+mature 14 0.04127 0.0599598 -0.0186898 254 50 41.7763 5.30594
r4-c6 immature+mature 15 0.05813 0.0656738 -0.00754382 254 50 41.7763 7.73573
r4-c6 immature+mature 16 0.08529 0.068971 0.016319 254 50 41.7763 12.0699
r4-c6 immature+mature 17 0.11214 0.0697207 0.0424193 254 50 41.7763 16.7357
r4-c6 immature+mature 18 0.11253 0.0681338 0.0443962 254 50 41.7763 16.9142
r4-c6 immature+mature 19 0.09545 0.0646229 0.0308271 254 50 41.7763 14.082
r4-c6 immature+mature 20 0.05726 0.0596811 -0.00242114 254 50 41.7763 7.82664
r4-c6 immature+mature 21 0.06877 0.0538045 0.0149655 254 50 41.7763 10.0304
r4-c6 immature+mature 22 0.04927 0.0474469 0.00182306 254 50 41.7763 7.02168
r4-c6 immature+mature 23 0.05292 0.040996 0.011924 254 50 41.7763 7.95814
r4-c6 immature+mature 24 0.06503 0.0347593 0.0302707 254 50 41.7763 10.5739
r4-c6 immature+mature 25 0.0343 0.0289603 0.0053397 254 50 41.7763 5.31382
r4-c6 immature+mature 26 0.03235 0.0237421 0.00860793 254 50 41.7763 5.24094
r4-c6 immature+mature 27 0.03381 0.0191769 0.0146331 254 50 41.7763 5.80996
r4-c6 immature+mature 28 0.0163 0.01528 0.00101999 254 50 41.7763 2.74758
r4-c6 immature+mature 29 0.01041 0.0120246 -0.00161464 254 50 41.7763 1.80143
r4-c6 immature+mature 30 0.04543 0.0394114 0.0060186 254 50 41.7763 6.73825
r5-c4 immature+mature 1 0 0.00441286 -0.00441286 346 50 43.6869 0
r5-c4 immature+mature 2 0 0.000400987 -0.000400987 346 50 43.6869 0
r5-c4 immature+mature 3 0 0.000520607 -0.000520607 346 50 43.6869 0
r5-c4 immature+mature 4 0.00046 0.000697389 -0.000237389 346 50 43.6869 0.13479
r5-c4 immature+mature 5 0.00353 0.000930941 0.00259906 346 50 43.6869 1.00552
r5-c4 immature+mature 6 0.00712 0.00163858 0.00548142 346 50 43.6869 1.88508
r5-c4 immature+mature 7 0.00584 0.0030038 0.0028362 346 50 43.6869 1.38235
r5-c4 immature+mature 8 0.0114 0.00524184 0.00615816 346 50 43.6869 2.49435
