SPM (Spatial Population Model)
Call: spm -e 
Date: Thu Nov 20 11:00:48 2014
v1.1-2014-10-19 (rev. 1221). Copyright (c) 2008-2014, NIWA
User name: marshcrai
Machine name: KK-404-01-C (Windows_NT, PID=3956)

[initialisation-phase1]
report.type: initialisation
initialisation.initialisation_phase: Phase1
years: 60
lambda: 1e-010
lambda_hat: 0.00917615 0.000165044 3.02189e-006 5.53476e-008 1.01373e-009 1.85672e-011
lambda_years: 10 20 30 40 50 60
row column category age[1]
11 22 stock 3369.24
11 23 stock 3457.07
11 24 stock 3517.33
11 25 stock 3557.5
11 26 stock 3566.64
11 27 stock 3463.15
11 28 stock 3228.72
11 29 stock 2909.93
11 30 stock 2530.94
11 31 stock 2115.42
12 1 stock 1613.42
12 2 stock 1934.9
12 3 stock 2227.07
12 4 stock 2489.33
12 5 stock 2758.63
12 6 stock 2861.77
12 7 stock 2861.13
12 8 stock 2846.04
12 9 stock 2875.66
12 10 stock 2813.63
12 11 stock 2682.74
12 12 stock 2586.56
12 13 stock 2632.83
12 14 stock 2626.99
12 18 stock 2500.23
12 19 stock 2493.03
12 20 stock 2531.71
12 21 stock 2636.56
12 22 stock 2739.12
12 23 stock 2816.74
12 24 stock 2866.38
12 25 stock 2891.37
12 26 stock 2878.63
12 27 stock 2779.61
12 28 stock 2581.89
12 29 stock 2308.19
12 30 stock 1982.11
12 31 stock 1629.72
13 1 stock 1084.92
13 2 stock 1305.6
13 3 stock 1501.24
13 4 stock 1680.78
13 5 stock 1898.44
13 6 stock 1974.73
13 7 stock 1980.44
13 8 stock 1991.5
13 9 stock 2060.87
13 10 stock 2049.68
13 11 stock 1973.47
13 12 stock 1869.2
13 13 stock 1811.81
13 14 stock 1691.29
13 15 stock 1734.52
13 18 stock 1785.17
13 19 stock 1847.97
13 20 stock 1925.99
13 21 stock 2001.89
13 22 stock 2080.95
13 23 stock 2144.23
13 24 stock 2181.33
13 25 stock 2196.64
13 26 stock 2174.49
13 27 stock 2084.98
13 28 stock 1927.45
13 29 stock 1708.08
13 30 stock 1447.8
13 31 stock 1165.82
14 1 stock 615.783
14 2 stock 743.267
14 3 stock 850.83
14 4 stock 962.254
14 5 stock 1127.05
14 6 stock 1201.55
14 7 stock 1237.34
14 8 stock 1296.89
14 9 stock 1418.59
14 10 stock 1460.04
14 11 stock 1438.3
14 12 stock 1357.48
14 13 stock 943.207
14 14 stock 839.206
14 15 stock 954.467
14 16 stock 987.91
14 17 stock 990.543
14 18 stock 1058.95
14 19 stock 1153.03
14 20 stock 1243.75
14 21 stock 1297.3
14 22 stock 1365.84
14 23 stock 1429
14 24 stock 1465.79
14 25 stock 1484.57
14 26 stock 1468.61
14 27 stock 1410.85
14 28 stock 1306.44
14 29 stock 1148.53
14 30 stock 963.06
14 31 stock 762.808
15 1 stock 290.374
15 2 stock 349.547
15 3 stock 401.471
15 4 stock 466.338
15 5 stock 579.226
15 6 stock 646.752
15 7 stock 703.534
15 8 stock 789.478
15 9 stock 931.53
15 10 stock 978.879
15 11 stock 874.573
15 15 stock 450.925
15 16 stock 456.633
15 17 stock 448.566
15 18 stock 494.19
15 19 stock 563.054
15 20 stock 632.194
15 21 stock 681.502
15 22 stock 745.183
15 23 stock 799.531
15 24 stock 840.03
15 25 stock 869.978
15 26 stock 873.16
15 27 stock 847.876
15 28 stock 789.564
15 29 stock 693.682
15 30 stock 576.292
15 31 stock 451.702
16 1 stock 113.719
16 2 stock 137.293
16 3 stock 162.122
16 4 stock 196.205
16 5 stock 271.756
16 6 stock 328.647
16 7 stock 381.353
16 8 stock 465.068
16 9 stock 488.587
16 15 stock 205.497
16 16 stock 204.713
16 17 stock 208.005
16 18 stock 228.809
16 19 stock 259.336
16 20 stock 295.172
16 21 stock 331.838
16 22 stock 373.88
16 23 stock 415.376
16 24 stock 445.419
16 25 stock 462.271
16 26 stock 475.534
16 27 stock 472.039
16 28 stock 440.76
16 29 stock 374.61
16 30 stock 307.952
16 31 stock 239.677
17 1 stock 41.9292
17 2 stock 51.6219
17 3 stock 62.1055
17 4 stock 77.585
17 5 stock 115.179
17 6 stock 142.708
17 7 stock 157.469
17 8 stock 145.656
17 14 stock 65.5067
17 15 stock 62.6673
17 16 stock 63.4139
17 17 stock 66.5904
17 18 stock 73.6831
17 19 stock 82.7917
17 20 stock 95.5458
17 21 stock 116.567
17 22 stock 140.982
17 23 stock 167.03
17 24 stock 191.798
17 25 stock 207.081
17 26 stock 222.382
17 27 stock 227.392
17 28 stock 214.253
17 29 stock 176.208
17 30 stock 144.115
17 31 stock 113.436
18 1 stock 14.5398
18 2 stock 18.3526
18 3 stock 22.4285
18 4 stock 28.4225
18 5 stock 41.5747
18 6 stock 50.3035
18 7 stock 51.2878
18 8 stock 37.0869
18 12 stock 25.7521
18 13 stock 18.9196
18 14 stock 16.2968
18 15 stock 15.3732
18 16 stock 15.773
18 17 stock 17.409
18 18 stock 18.9342
18 19 stock 20.8055
18 20 stock 23.9734
18 21 stock 32.2436
18 22 stock 42.8765
18 23 stock 55.5632
18 24 stock 68.9232
18 25 stock 80.0341
18 26 stock 91.6432
18 27 stock 98.0402
18 28 stock 93.1514
18 29 stock 74.1082
18 30 stock 60.9006
18 31 stock 48.6946
19 1 stock 4.7367
19 2 stock 6.25899
19 3 stock 7.78946
19 4 stock 9.53347
19 5 stock 12.441
19 6 stock 14.421
19 7 stock 14.6798
19 8 stock 12.6828
19 11 stock 7.47608
19 12 stock 6.30055
19 13 stock 4.4473
19 14 stock 3.83821
19 15 stock 3.79951
19 16 stock 4.10764
19 17 stock 4.57943
19 18 stock 4.81423
19 19 stock 5.02927
19 20 stock 5.73888
19 21 stock 8.6214
19 22 stock 12.3426
19 23 stock 17.1105
19 24 stock 23.0637
19 25 stock 28.9042
19 26 stock 34.8687
19 27 stock 38.4812
19 28 stock 36.9764
19 29 stock 28.3957
19 30 stock 23.4424
19 31 stock 19.072
20 1 stock 1.41163
20 2 stock 1.94489
20 3 stock 2.47149
20 4 stock 2.90451
20 5 stock 3.22538
20 6 stock 3.39744
20 7 stock 3.3113
20 8 stock 2.94096
20 9 stock 2.44916
20 10 stock 1.99343
20 11 stock 1.65607
20 12 stock 1.3459
20 13 stock 1.04404
20 14 stock 1.01323
20 15 stock 1.11442
20 16 stock 1.31331
20 17 stock 1.46173
20 18 stock 1.48405
20 19 stock 1.52235
20 20 stock 1.75801
20 21 stock 2.84907
20 22 stock 4.03894
20 23 stock 5.49153
20 24 stock 7.47187
20 25 stock 9.90581
20 26 stock 12.049
20 27 stock 13.0416
20 28 stock 12.1151
20 29 stock 8.91185
20 30 stock 7.30623
20 31 stock 5.95804
21 1 stock 0.358193
21 2 stock 0.516244
21 3 stock 0.67155
21 4 stock 0.760508
21 5 stock 0.68724
21 6 stock 0.644697
21 7 stock 0.578377
21 8 stock 0.495349
21 9 stock 0.419327
21 10 stock 0.349375
21 11 stock 0.288811
21 12 stock 0.233726
21 13 stock 0.192672
21 14 stock 0.19778
21 15 stock 0.22462
21 16 stock 0.252664
21 17 stock 0.249588
21 18 stock 0.245698
21 19 stock 0.255991
21 20 stock 0.32076
21 21 stock 0.588336
21 22 stock 0.870685
21 23 stock 1.22365
21 24 stock 1.75593
21 25 stock 2.59119
21 26 stock 3.3681
21 27 stock 3.74698
21 28 stock 3.51745
21 29 stock 2.61296
21 30 stock 2.11198
21 31 stock 1.68715
22 1 stock 0.0779761
22 2 stock 0.117756
22 3 stock 0.161746
22 4 stock 0.184341
22 5 stock 0.149885
22 6 stock 0.126985
22 7 stock 0.105876
22 8 stock 0.0857371
22 9 stock 0.072512
22 10 stock 0.0613707
22 11 stock 0.0511518
22 12 stock 0.0441513
22 13 stock 0.0395167
22 14 stock 0.0400026
22 15 stock 0.0420703
22 16 stock 0.0423021
22 17 stock 0.0363369
22 18 stock 0.0359317
22 19 stock 0.0401736
22 20 stock 0.0554691
22 21 stock 0.110088
22 22 stock 0.170293
22 23 stock 0.244719
22 24 stock 0.371132
22 25 stock 0.606747
22 26 stock 0.82764
22 27 stock 0.941052
22 28 stock 0.902478
22 29 stock 0.700257
22 30 stock 0.557383
22 31 stock 0.427217
23 1 stock 0.0139913
23 2 stock 0.0224181
23 3 stock 0.0336688
23 4 stock 0.0424285
23 5 stock 0.0374566
23 6 stock 0.0325302
23 7 stock 0.0266022
23 8 stock 0.0204579
23 9 stock 0.0162817
23 10 stock 0.0136688
23 11 stock 0.0119878
23 12 stock 0.0109138
23 13 stock 0.0101213
23 14 stock 0.00947013
23 15 stock 0.00864385
23 16 stock 0.007629
23 17 stock 0.00627776
23 18 stock 0.00658153
23 19 stock 0.00837315
23 20 stock 0.0127513
23 21 stock 0.0242464
23 22 stock 0.0376117
23 23 stock 0.0536257
23 24 stock 0.0811217
23 25 stock 0.138638
23 26 stock 0.187306
23 27 stock 0.207663
23 28 stock 0.198442
23 29 stock 0.1625
23 30 stock 0.128361
23 31 stock 0.0966261
24 1 stock 0.00164917
24 2 stock 0.00279331
24 3 stock 0.00487215
24 4 stock 0.0077083
24 5 stock 0.00992666
24 6 stock 0.0102244
24 7 stock 0.00901569
24 8 stock 0.0069736
24 9 stock 0.00501697
24 10 stock 0.00404738
24 11 stock 0.00347782
24 12 stock 0.0031363
24 13 stock 0.0027777
24 14 stock 0.00236113
24 15 stock 0.00197582
24 16 stock 0.00165659
24 17 stock 0.00145728
24 18 stock 0.0017365
24 19 stock 0.00257482
24 20 stock 0.00427466
24 21 stock 0.00699744
24 22 stock 0.0101431
24 23 stock 0.0134108
24 24 stock 0.0184959
24 25 stock 0.0297896
24 26 stock 0.0352439
24 27 stock 0.0343744
24 28 stock 0.0305996
24 29 stock 0.0278199
24 30 stock 0.0231816
24 31 stock 0.0178416
25 1 stock 0.000138433
25 2 stock 0.000246482
25 3 stock 0.000504958
25 4 stock 0.000999077
25 5 stock 0.00177695
25 6 stock 0.00222958
25 7 stock 0.00222943
25 8 stock 0.00181131
25 9 stock 0.00127587
25 10 stock 0.00101578
25 11 stock 0.000854635
25 12 stock 0.000752361
25 13 stock 0.000647319
25 14 stock 0.000522973
25 15 stock 0.000421908
25 16 stock 0.000353687
25 17 stock 0.000315001
25 18 stock 0.000397107
25 19 stock 0.00063103
25 20 stock 0.00105332
25 21 stock 0.00151807
25 22 stock 0.00209363
25 23 stock 0.00275509
25 24 stock 0.00369807
25 25 stock 0.00565292
25 26 stock 0.0060878
25 27 stock 0.00530966
25 28 stock 0.00448257
25 29 stock 0.00430677
25 30 stock 0.00369446
25 31 stock 0.00295716
26 1 stock 9.23889e-006
26 2 stock 1.74063e-005
26 3 stock 3.99224e-005
26 4 stock 9.55392e-005
26 5 stock 0.00022755
26 6 stock 0.00034272
26 7 stock 0.000389662
26 8 stock 0.000340544
26 9 stock 0.000254176
26 10 stock 0.000198178
26 11 stock 0.000165376
26 12 stock 0.000142717
26 13 stock 0.000122538
26 14 stock 9.92631e-005
26 15 stock 8.05031e-005
26 16 stock 6.73272e-005
26 17 stock 6.02316e-005
26 18 stock 7.65528e-005
26 19 stock 0.000121352
26 20 stock 0.000194353
26 21 stock 0.000250173
26 22 stock 0.000333039
26 23 stock 0.000438233
26 24 stock 0.000581312
26 25 stock 0.000854414
26 26 stock 0.000842107
26 27 stock 0.000675119
26 28 stock 0.000528339
26 29 stock 0.000489605
26 30 stock 0.000434838
26 31 stock 0.000360686
*end

[state-5]
report.type: partition
year: 2004
time_step: five
row column category age[1]
1 1 stock 36073.7
1 2 stock 36073.7
1 3 stock 36073.7
1 4 stock 36073.7
1 5 stock 36073.7
1 6 stock 36073.7
1 7 stock 36073.7
1 8 stock 36073.7
1 9 stock 36073.7
1 10 stock 36073.7
1 11 stock 36073.7
1 12 stock 36073.7
1 13 stock 36073.7
1 14 stock 36073.7
1 15 stock 36073.7
1 16 stock 36073.7
1 17 stock 36073.7
1 18 stock 36073.7
1 19 stock 36073.7
1 20 stock 36073.7
1 21 stock 36073.7
1 22 stock 36073.7
1 23 stock 36073.7
1 24 stock 36073.7
1 25 stock 36073.7
1 26 stock 36073.7
1 27 stock 36073.7
1 28 stock 36073.7
1 29 stock 36073.7
1 30 stock 36073.7
1 31 stock 36073.7
2 1 stock 0.00107508
2 2 stock 0.00107508
2 3 stock 0.00107508
2 4 stock 0.00107508
2 5 stock 0.00107508
2 6 stock 0.00107508
2 7 stock 0.00107508
2 8 stock 0.00107508
2 9 stock 0.00107508
2 10 stock 0.00107508
2 11 stock 0.00107508
2 12 stock 0.00107508
2 13 stock 0.00107508
2 14 stock 0.00107508
2 15 stock 0.00107508
2 16 stock 0.00107508
2 17 stock 0.00107508
2 18 stock 0.00107508
2 19 stock 0.00107508
2 20 stock 0.00107508
2 21 stock 0.00107508
2 22 stock 0.00107508
2 23 stock 0.00107508
2 24 stock 0.00107508
2 25 stock 0.00107508
2 26 stock 0.00107508
2 27 stock 0.00107508
2 28 stock 0.00107508
2 29 stock 0.00107508
2 30 stock 0.00107508
2 31 stock 0.00107508
3 1 stock 1.72804e-011
3 2 stock 1.76783e-011
3 3 stock 1.75078e-011
3 4 stock 1.79625e-011
3 5 stock 1.68257e-011
3 6 stock 1.75078e-011
3 7 stock 1.68257e-011
3 8 stock 1.75078e-011
3 9 stock 1.61435e-011
3 10 stock 1.65983e-011
3 11 stock 1.7053e-011
3 12 stock 1.77351e-011
3 13 stock 1.79625e-011
3 14 stock 1.75078e-011
3 15 stock 1.65983e-011
3 16 stock 1.65983e-011
3 17 stock 1.68257e-011
3 18 stock 1.59162e-011
3 19 stock 1.77351e-011
3 20 stock 1.79625e-011
3 21 stock 1.65983e-011
3 22 stock 1.63709e-011
3 23 stock 1.63709e-011
3 24 stock 1.72804e-011
3 25 stock 1.59162e-011
3 26 stock 1.56888e-011
3 27 stock 1.68257e-011
3 28 stock 1.59162e-011
3 29 stock 1.75078e-011
3 30 stock 1.68257e-011
3 31 stock 1.61435e-011
4 1 stock 1.65983e-011
4 2 stock 1.65983e-011
4 3 stock 1.60298e-011
4 4 stock 1.72804e-011
4 5 stock 1.61435e-011
4 6 stock 1.68257e-011
4 7 stock 1.79625e-011
4 8 stock 1.81899e-011
4 9 stock 1.45519e-011
4 10 stock 1.68257e-011
4 11 stock 1.81899e-011
4 12 stock 1.72804e-011
4 13 stock 1.77351e-011
4 14 stock 1.50067e-011
4 15 stock 1.68257e-011
4 16 stock 1.59162e-011
4 17 stock 1.47793e-011
4 18 stock 1.5234e-011
4 19 stock 1.7053e-011
4 20 stock 1.50067e-011
4 21 stock 1.68257e-011
4 22 stock 1.68257e-011
4 23 stock 1.63709e-011
4 24 stock 1.68257e-011
4 25 stock 1.45519e-011
4 26 stock 1.72804e-011
4 27 stock 1.50067e-011
4 28 stock 1.63709e-011
4 29 stock 1.5234e-011
4 30 stock 1.54614e-011
4 31 stock 1.65983e-011
5 1 stock 1.54614e-011
5 2 stock 1.61435e-011
5 3 stock 1.59162e-011
5 4 stock 1.45519e-011
5 5 stock 1.63709e-011
5 6 stock 1.45519e-011
5 7 stock 1.68257e-011
5 8 stock 1.59162e-011
5 9 stock 1.54614e-011
5 10 stock 1.63709e-011
5 11 stock 1.36424e-011
5 12 stock 1.45519e-011
5 13 stock 1.72804e-011
5 14 stock 1.22782e-011
5 15 stock 1.40972e-011
5 16 stock 1.59162e-011
5 17 stock 1.50067e-011
5 18 stock 1.54614e-011
5 19 stock 1.68257e-011
5 20 stock 1.45519e-011
5 21 stock 1.22782e-011
5 22 stock 1.50067e-011
5 23 stock 1.36424e-011
5 24 stock 1.59162e-011
5 25 stock 1.22782e-011
5 26 stock 1.68257e-011
5 27 stock 1.31877e-011
5 28 stock 1.45519e-011
5 29 stock 1.45519e-011
5 30 stock 1.27329e-011
5 31 stock 1.40972e-011
6 1 stock 1.43245e-011
6 2 stock 1.47793e-011
6 3 stock 1.54614e-011
6 4 stock 1.50067e-011
6 5 stock 1.36424e-011
6 6 stock 1.18234e-011
6 7 stock 1.36424e-011
6 8 stock 1.27329e-011
6 9 stock 1.54614e-011
6 10 stock 1.00044e-011
6 11 stock 1.18234e-011
6 12 stock 1.36424e-011
6 13 stock 1.27329e-011
6 14 stock 1.27329e-011
6 15 stock 1.54614e-011
6 16 stock 1.18234e-011
6 17 stock 1.40972e-011
6 18 stock 1.36424e-011
6 19 stock 1.40972e-011
6 20 stock 1.18234e-011
6 21 stock 1.27329e-011
6 22 stock 1.36424e-011
6 23 stock 1.36424e-011
6 24 stock 1.27329e-011
6 25 stock 1.36424e-011
6 26 stock 1.13687e-011
6 27 stock 1.50067e-011
6 28 stock 1.40972e-011
6 29 stock 1.40972e-011
6 30 stock 1.50067e-011
6 31 stock 1.22782e-011
7 1 stock 1.27329e-011
7 2 stock 1.22782e-011
7 3 stock 1.31877e-011
7 4 stock 1.31877e-011
7 5 stock 9.09495e-012
7 6 stock 1.09139e-011
7 7 stock 1.27329e-011
7 8 stock 9.09495e-012
7 9 stock 9.09495e-012
7 10 stock 1.27329e-011
7 11 stock 1.00044e-011
7 12 stock 1.00044e-011
7 13 stock 1.27329e-011
7 14 stock 1.00044e-011
7 15 stock 1.18234e-011
7 16 stock 1.36424e-011
7 17 stock 9.54969e-012
7 18 stock 1.27329e-011
7 19 stock 1.31877e-011
7 20 stock 9.54969e-012
7 21 stock 1.18234e-011
7 22 stock 9.09495e-012
7 23 stock 1.27329e-011
7 24 stock 8.6402e-012
7 25 stock 7.27596e-012
7 26 stock 9.09495e-012
7 27 stock 1.45519e-011
7 28 stock 1.27329e-011
7 29 stock 9.54969e-012
7 30 stock 9.09495e-012
7 31 stock 1.00044e-011
8 1 stock 1.18234e-011
8 2 stock 9.54969e-012
8 3 stock 8.6402e-012
8 4 stock 7.27596e-012
8 5 stock 1.18234e-011
8 6 stock 1.00044e-011
8 7 stock 1.27329e-011
8 8 stock 1.09139e-011
8 9 stock 1.18234e-011
8 10 stock 1.00044e-011
8 11 stock 9.09495e-012
8 12 stock 8.18545e-012
8 13 stock 6.36646e-012
8 14 stock 9.09495e-012
8 16 stock 1.00044e-011
8 17 stock 1.13687e-011
8 18 stock 6.82121e-012
8 19 stock 7.27596e-012
8 20 stock 1.04592e-011
8 21 stock 6.82121e-012
8 22 stock 1.00044e-011
8 23 stock 9.09495e-012
8 24 stock 9.09495e-012
8 25 stock 6.36646e-012
8 26 stock 8.18545e-012
8 27 stock 1.00044e-011
8 28 stock 8.18545e-012
8 29 stock 6.82121e-012
8 30 stock 5.91172e-012
8 31 stock 9.09495e-012
9 1 stock 7.27596e-012
9 2 stock 8.18545e-012
9 3 stock 9.54969e-012
9 4 stock 9.09495e-012
9 5 stock 7.27596e-012
9 6 stock 1.00044e-011
9 7 stock 1.00044e-011
9 8 stock 3.63798e-012
9 9 stock 5.45697e-012
9 10 stock 7.27596e-012
9 11 stock 3.63798e-012
9 12 stock 3.63798e-012
9 13 stock 9.09495e-012
9 14 stock 1.09139e-011
9 17 stock 7.7307e-012
9 18 stock 6.36646e-012
9 19 stock 4.09273e-012
9 20 stock 8.6402e-012
9 21 stock 4.54747e-012
9 22 stock 8.18545e-012
9 23 stock 3.63798e-012
9 24 stock 7.27596e-012
9 25 stock 6.36646e-012
9 26 stock 4.54747e-012
9 27 stock 7.27596e-012
9 28 stock 9.09495e-012
9 29 stock 3.18323e-012
9 30 stock 5.00222e-012
9 31 stock 7.7307e-012
10 1 stock 6.36646e-012
10 2 stock 6.82121e-012
10 3 stock 3.63798e-012
10 4 stock 4.54747e-012
10 5 stock 3.63798e-012
10 6 stock 3.63798e-012
10 7 stock 5.45697e-012
10 8 stock 5.45697e-012
10 9 stock 5.45697e-012
10 10 stock 4.54747e-012
10 11 stock 4.54747e-012
10 12 stock 5.45697e-012
10 13 stock 7.27596e-012
10 14 stock 6.36646e-012
10 17 stock 8.18545e-012
10 18 stock 5.91172e-012
10 19 stock 5.00222e-012
10 20 stock 5.00222e-012
10 21 stock 6.82121e-012
10 22 stock 6.36646e-012
10 23 stock 2.72848e-012
10 24 stock 1.36424e-012
10 25 stock 6.36646e-012
10 26 stock 6.36646e-012
10 27 stock 3.18323e-012
10 28 stock 4.09273e-012
10 29 stock 5.00222e-012
10 30 stock 5.45697e-012
10 31 stock 6.36646e-012
11 1 stock 3.63798e-012
11 2 stock 4.09273e-012
11 3 stock 3.18323e-012
11 4 stock 5.00222e-012
11 5 stock 3.18323e-012
11 6 stock 1.81899e-012
11 7 stock 2.72848e-012
11 8 stock 1.81899e-012
11 9 stock 2.27374e-012
11 10 stock 5.00222e-012
11 11 stock 6.82121e-012
11 12 stock 5.00222e-012
11 13 stock 2.72848e-012
11 14 stock 4.54747e-012
11 19 stock 4.54747e-012
11 20 stock 4.09273e-012
11 21 stock 3.18323e-012
11 22 stock 5.00222e-012
11 23 stock 5.91172e-012
11 24 stock 1.81899e-012
11 25 stock 9.09495e-013
11 26 stock 4.09273e-012
11 27 stock 5.91172e-012
11 28 stock 4.09273e-012
11 29 stock 2.72848e-012
11 30 stock 3.63798e-012
11 31 stock 3.18323e-012
12 1 stock 3.86535e-012
12 2 stock 3.86535e-012
12 3 stock 2.27374e-012
12 4 stock 9.09495e-013
12 5 stock 4.54747e-012
12 6 stock 3.63798e-012
12 7 stock 1.36424e-012
12 8 stock 3.63798e-012
12 9 stock 1.36424e-012
12 10 stock 4.09273e-012
12 11 stock 1.36424e-012
12 12 stock 3.63798e-012
12 13 stock 2.72848e-012
12 14 stock 2.27374e-012
12 18 stock 3.18323e-012
12 19 stock 1.81899e-012
12 20 stock 2.27374e-012
12 21 stock 2.27374e-012
12 22 stock 1.81899e-012
12 23 stock 3.18323e-012
12 24 stock 4.54747e-013
12 25 stock 4.54747e-012
12 26 stock 9.09495e-013
12 27 stock 1.81899e-012
12 28 stock 2.72848e-012
12 29 stock 9.09495e-013
12 30 stock 2.27374e-012
12 31 stock 1.59162e-012
13 1 stock 2.27374e-012
13 2 stock 2.04636e-012
13 3 stock 1.81899e-012
13 4 stock 2.72848e-012
13 5 stock 6.82121e-013
13 6 stock 1.36424e-012
13 7 stock 2.72848e-012
13 8 stock 9.09495e-013
13 9 stock 4.54747e-013
13 10 stock 1.81899e-012
13 11 stock 2.27374e-012
13 12 stock 2.95586e-012
13 13 stock 9.09495e-013
13 14 stock 6.82121e-013
13 15 stock 6.82121e-013
13 18 stock 2.27374e-012
13 19 stock 1.81899e-012
13 20 stock 1.36424e-012
13 21 stock 4.54747e-013
13 22 stock 2.72848e-012
13 23 stock 2.72848e-012
13 24 stock 0
13 25 stock 3.18323e-012
13 26 stock 1.36424e-012
13 27 stock 4.54747e-013
13 28 stock 1.81899e-012
13 29 stock 2.27374e-013
13 30 stock 0
13 31 stock 9.09495e-013
14 1 stock 1.60298e-011
14 2 stock 1.55751e-011
14 3 stock 1.54614e-011
14 4 stock 1.5234e-011
14 5 stock 4.54747e-013
14 6 stock 4.54747e-013
14 7 stock 1.13687e-012
14 8 stock 0
14 9 stock 1.36424e-012
14 10 stock 1.36424e-012
14 11 stock 1.81899e-012
14 12 stock 1.13687e-012
14 13 stock 1.56888e-011
14 14 stock 1.5234e-011
14 15 stock 1.5234e-011
14 16 stock 1.4893e-011
14 17 stock 1.60298e-011
14 18 stock 1.36424e-012
14 19 stock 6.82121e-013
14 20 stock 6.82121e-013
14 21 stock 9.09495e-013
14 22 stock 1.81899e-012
14 23 stock 4.54747e-013
14 24 stock 1.36424e-012
14 25 stock 4.54747e-013
14 26 stock 6.82121e-013
14 27 stock 0
14 28 stock 1.36424e-012
14 29 stock 2.27374e-013
14 30 stock 1.47793e-011
14 31 stock 1.55751e-011
15 1 stock 1.6712e-011
15 2 stock 1.71099e-011
15 3 stock 1.6712e-011
15 4 stock 1.71099e-011
15 5 stock 1.50067e-011
15 6 stock 1.51203e-011
15 7 stock 1.4893e-011
15 8 stock 1.47793e-011
15 9 stock 1.4893e-011
15 10 stock 1.56888e-011
15 11 stock 1.50067e-011
15 15 stock 1.68257e-011
15 16 stock 1.69393e-011
15 17 stock 1.71099e-011
15 18 stock 1.7053e-011
15 19 stock 1.50067e-011
15 20 stock 1.53477e-011
15 21 stock 1.47793e-011
15 22 stock 1.51203e-011
15 23 stock 1.47793e-011
15 24 stock 1.46656e-011
15 25 stock 1.44382e-011
15 26 stock 1.45519e-011
15 27 stock 1.43245e-011
15 28 stock 1.51203e-011
15 29 stock 1.47793e-011
15 30 stock 1.45519e-011
15 31 stock 1.65983e-011
16 1 stock 1.80052e-011
16 2 stock 1.75646e-011
16 3 stock 1.77067e-011
16 4 stock 1.75362e-011
16 5 stock 1.64846e-011
16 6 stock 1.6712e-011
16 7 stock 1.64846e-011
16 8 stock 1.63141e-011
16 9 stock 1.68257e-011
16 15 stock 1.76783e-011
16 16 stock 1.74794e-011
16 17 stock 1.74225e-011
16 18 stock 1.74509e-011
16 19 stock 1.65414e-011
16 20 stock 1.66551e-011
16 21 stock 1.65414e-011
16 22 stock 1.67688e-011
16 23 stock 1.6712e-011
16 24 stock 1.67688e-011
16 25 stock 1.68257e-011
16 26 stock 1.6712e-011
16 27 stock 1.64277e-011
16 28 stock 1.63141e-011
16 29 stock 1.6712e-011
16 30 stock 1.63709e-011
16 31 stock 1.73088e-011
17 1 stock 1.80336e-011
17 2 stock 1.80123e-011
17 3 stock 1.80691e-011
17 4 stock 1.79625e-011
17 5 stock 1.79199e-011
17 6 stock 1.74225e-011
17 7 stock 1.74794e-011
17 8 stock 1.74225e-011
17 14 stock 1.78773e-011
17 15 stock 1.7998e-011
17 16 stock 1.80549e-011
17 17 stock 1.79483e-011
17 18 stock 1.79199e-011
17 19 stock 1.79057e-011
17 20 stock 1.79483e-011
17 21 stock 1.79625e-011
17 22 stock 1.74225e-011
17 23 stock 1.74225e-011
17 24 stock 1.7593e-011
17 25 stock 1.75362e-011
17 26 stock 1.73372e-011
17 27 stock 1.73657e-011
17 28 stock 1.75362e-011
17 29 stock 1.73941e-011
17 30 stock 1.74794e-011
17 31 stock 1.79199e-011
18 1 stock 1.80123e-011
18 2 stock 1.80442e-011
18 3 stock 1.80513e-011
18 4 stock 1.80336e-011
18 5 stock 1.79909e-011
18 6 stock 1.79767e-011
18 7 stock 1.80265e-011
18 8 stock 1.79838e-011
18 12 stock 1.80265e-011
18 13 stock 1.80265e-011
18 14 stock 1.80336e-011
18 15 stock 1.80211e-011
18 16 stock 1.80123e-011
18 17 stock 1.80265e-011
18 18 stock 1.80265e-011
18 19 stock 1.80407e-011
18 20 stock 1.80407e-011
18 21 stock 1.80052e-011
18 22 stock 1.80052e-011
18 23 stock 1.79696e-011
18 24 stock 1.78773e-011
18 25 stock 1.78488e-011
18 26 stock 1.79057e-011
18 27 stock 1.78062e-011
18 28 stock 1.78773e-011
18 29 stock 1.78346e-011
18 30 stock 1.79767e-011
18 31 stock 1.80123e-011
19 1 stock 1.80282e-011
19 2 stock 1.80265e-011
19 3 stock 1.80203e-011
19 4 stock 1.80194e-011
19 5 stock 1.80123e-011
19 6 stock 1.80265e-011
19 7 stock 1.80123e-011
19 8 stock 1.80069e-011
19 11 stock 1.80256e-011
19 12 stock 1.80274e-011
19 13 stock 1.80247e-011
19 14 stock 1.80438e-011
19 15 stock 1.80429e-011
19 16 stock 1.80238e-011
19 17 stock 1.80247e-011
19 18 stock 1.80211e-011
19 19 stock 1.80247e-011
19 20 stock 1.80265e-011
19 21 stock 1.80123e-011
19 22 stock 1.80052e-011
19 23 stock 1.80229e-011
19 24 stock 1.80194e-011
19 25 stock 1.80194e-011
19 26 stock 1.80123e-011
19 27 stock 1.79625e-011
19 28 stock 1.79838e-011
19 29 stock 1.80229e-011
19 30 stock 1.80087e-011
19 31 stock 1.80123e-011
20 1 stock 1.80365e-011
20 2 stock 1.80369e-011
20 3 stock 1.80416e-011
